Time (CET)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Sat 22:25:06	-31.2847	156.9405	↙ 235°	415	478	11,582	-7 Descending	 FlightAware ADS-B (BNK / YBNA)
Sat 22:25:36	-31.3176	156.8857	↙ 235°	415	478	11,575	 Level	 FlightAware ADS-B (BNK / YBNA)
Sat 22:26:20	-31.3665	156.8040	↙ 235°	414	476	11,582	6 Climbing	 FlightAware ADS-B (YCFS)
Sat 22:26:51	-31.4000	156.7480	↙ 235°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:01	-31.4110	156.7295	↙ 235°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:06	-31.4164	156.7205	↙ 236°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:12	-31.4237	156.7083	↙ 235°	415	478	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:27:16	-31.4274	156.7021	↙ 233°	414	476	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:31	-31.4440	156.6743	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:41	-31.4550	156.6561	↙ 234°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:27:56	-31.4714	156.6286	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:28:06	-31.4824	156.6102	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:28:21	-31.4990	156.5823	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:28:31	-31.5098	156.5642	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:29:06	-31.5497	156.4973	↙ 235°	415	478	11,582	-6 Descending	 FlightAware ADS-B (YPLI)
Sat 22:29:41	-31.5863	156.4356	↙ 235°	415	478	11,575	 Level	 FlightAware ADS-B (YCFS)
Sat 22:29:46	-31.5921	156.4260	↙ 236°	415	478	11,582	46 Climbing	 Aus ATC (ADS-B)
Sat 22:29:51	-31.5975	156.4168	↙ 235°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:01	-31.6085	156.3983	↙ 235°	415	478	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:11	-31.6196	156.3797	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:16	-31.6250	156.3705	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:26	-31.6359	156.3521	↙ 236°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:36	-31.6468	156.3337	↙ 235°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:37	-31.6486	156.3307	↙ 235°	416	479	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:30:41	-31.6524	156.3243	↙ 237°	416	479	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:46	-31.6578	156.3150	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:30:52	-31.6633	156.3058	↙ 235°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:31:01	-31.6744	156.2871	↙ 236°	417	480	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:31:06	-31.6798	156.2780	↙ 235°	417	480	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 22:31:07	-31.6819	156.2744	↙ 235°	417	480	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:31:16	-31.6908	156.2593	↙ 235°	417	480	11,582	24 Climbing	 Aus ATC (ADS-B)
Sat 22:31:26	-31.7017	156.2408	↙ 235°	417	480	11,582	-22 Descending	 Aus ATC (ADS-B)
Sat 22:31:37	-31.7147	156.2188	↙ 235°	418	481	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:31:41	-31.7182	156.2129	↙ 236°	418	481	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 22:31:50	-31.7292	156.1943	↙ 235°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:31:55	-31.7347	156.1850	↙ 234°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:32:05	-31.7456	156.1665	↙ 235°	418	481	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 22:32:07	-31.7471	156.1640	↙ 235°	418	481	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:32:15	-31.7567	156.1478	↙ 235°	419	482	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 22:32:20	-31.7622	156.1383	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:32:30	-31.7732	156.1196	↙ 235°	419	482	11,582	-27 Descending	 Aus ATC (ADS-B)
Sat 22:32:37	-31.7811	156.1062	↙ 235°	419	482	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:32:45	-31.7897	156.0917	↙ 235°	420	483	11,582	25 Climbing	 Aus ATC (ADS-B)
Sat 22:32:55	-31.8006	156.0731	↙ 236°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:05	-31.8117	156.0542	↙ 235°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:07	-31.8140	156.0503	↙ 236°	420	483	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:33:10	-31.8172	156.0449	↙ 234°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:20	-31.8282	156.0262	↙ 235°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:30	-31.8392	156.0074	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:35	-31.8448	155.9978	↙ 234°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:37	-31.8475	155.9932	↙ 236°	421	484	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:33:45	-31.8557	155.9792	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:33:55	-31.8667	155.9605	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:34:00	-31.8723	155.9509	↙ 234°	421	484	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 22:34:07	-31.8809	155.9363	↙ 236°	421	484	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:34:35	-31.9109	155.8850	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:34:37	-31.9138	155.8800	↙ 236°	421	484	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:34:45	-31.9219	155.8663	↙ 235°	421	484	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 22:34:50	-31.9272	155.8570	↙ 235°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:05	-31.9438	155.8287	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:07	-31.9473	155.8227	↙ 236°	421	484	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:35:15	-31.9548	155.8097	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:30	-31.9713	155.7816	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:38	-31.9805	155.7658	↙ 236°	422	486	11,582	 Level	 FlightAware ADS-B (YPLI)
Sat 22:35:40	-31.9824	155.7627	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:50	-31.9934	155.7438	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:35:55	-31.9989	155.7343	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:36:05	-32.0098	155.7155	↙ 235°	422	486	11,582	-30 Descending	 Aus ATC (ADS-B)
Sat 22:36:10	-32.0157	155.7055	↙ 236°	422	486	11,575	 Level	 FlightAware ADS-B (YCFS)
Sat 22:36:15	-32.0208	155.6967	↙ 234°	422	486	11,582	46 Climbing	 Aus ATC (ADS-B)
Sat 22:36:20	-32.0264	155.6872	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:36:30	-32.0374	155.6682	↙ 235°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:36:40	-32.0484	155.6493	↙ 235°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:36:45	-32.0539	155.6399	↙ 235°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:05	-32.0758	155.6021	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:10	-32.0813	155.5926	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:11	-32.0833	155.5893	↙ 236°	421	484	11,582	 Level	 FlightAware ADS-B (YCFS)
Sat 22:37:20	-32.0922	155.5738	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:25	-32.0978	155.5643	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:30	-32.1033	155.5548	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:35	-32.1087	155.5454	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:45	-32.1197	155.5264	↙ 235°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:50	-32.1252	155.5169	↙ 234°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:37:55	-32.1307	155.5075	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:00	-32.1362	155.4979	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:10	-32.1472	155.4790	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:15	-32.1525	155.4698	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:20	-32.1581	155.4602	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:25	-32.1635	155.4508	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:35	-32.1746	155.4317	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:38:40	-32.1800	155.4223	↙ 237°	421	484	11,582	-57 Descending	 Aus ATC (ADS-B)
Sat 22:38:43	-32.1849	155.4139	↙ 236°	421	484	11,575	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 22:38:45	-32.1855	155.4128	↙ 238°	421	484	11,582	65 Climbing	 Aus ATC (ADS-B)
Sat 22:38:50	-32.1910	155.4034	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:39:00	-32.2019	155.3846	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:39:13	-32.2172	155.3579	↙ 236°	420	483	11,582	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 22:39:35	-32.2400	155.3184	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:39:40	-32.2454	155.3090	↙ 235°	419	482	11,582	-57 Descending	 Aus ATC (ADS-B)
Sat 22:39:43	-32.2504	155.3004	↙ 236°	419	482	11,575	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 22:39:50	-32.2563	155.2901	↙ 235°	419	482	11,582	38 Climbing	 Aus ATC (ADS-B)
Sat 22:39:55	-32.2618	155.2806	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:05	-32.2726	155.2617	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:09	-32.2774	155.2536	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:14	-32.2835	155.2429	↙ 236°	418	481	11,582	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 22:40:19	-32.2883	155.2346	↙ 236°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:20	-32.2889	155.2335	← 246°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:30	-32.2998	155.2145	↙ 237°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:35	-32.3052	155.2051	↙ 237°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:45	-32.3160	155.1863	↙ 236°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:40:55	-32.3269	155.1674	↙ 235°	418	481	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:41:00	-32.3323	155.1580	↙ 235°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:41:10	-32.3431	155.1391	↙ 236°	419	482	11,582	-33 Descending	 Aus ATC (ADS-B)
Sat 22:41:14	-32.3485	155.1297	↙ 236°	419	482	11,575	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 22:41:20	-32.3539	155.1203	↙ 236°	419	482	11,582	41 Climbing	 Aus ATC (ADS-B)
Sat 22:41:25	-32.3593	155.1108	↙ 235°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:41:35	-32.3702	155.0918	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:41:40	-32.3756	155.0824	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:41:45	-32.3811	155.0729	↙ 235°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:42:15	-32.4137	155.0158	↙ 236°	419	482	11,582	 Level	 FlightAware ADS-B (BEO / YLMQ)
Sat 22:42:46	-32.4474	154.9570	↙ 236°	419	482	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:42:54	-32.4569	154.9403	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:43:05	-32.4676	154.9214	↙ 236°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:43:09	-32.4732	154.9118	↙ 234°	419	482	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:43:16	-32.4802	154.8994	↙ 237°	419	482	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:43:44	-32.5111	154.8453	↙ 236°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:43:46	-32.5129	154.8421	↙ 237°	420	483	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:43:54	-32.5219	154.8263	↙ 236°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:43:59	-32.5274	154.8167	↙ 235°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:44:17	-32.5466	154.7827	↙ 236°	420	483	11,582	-9 Descending	 FlightAware ADS-B (SYD / YSSY)
Sat 22:44:47	-32.5797	154.7245	↙ 236°	420	483	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:44:49	-32.5814	154.7215	↙ 240°	420	483	11,582	38 Climbing	 Aus ATC (ADS-B)
Sat 22:44:59	-32.5922	154.7024	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:45:14	-32.6085	154.6738	↙ 236°	420	483	11,582	-25 Descending	 Aus ATC (ADS-B)
Sat 22:45:17	-32.6107	154.6700	↙ 237°	421	484	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:45:24	-32.6193	154.6548	↙ 236°	421	484	11,582	38 Climbing	 Aus ATC (ADS-B)
Sat 22:45:29	-32.6247	154.6453	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:45:39	-32.6356	154.6260	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:45:47	-32.6431	154.6126	↙ 237°	421	484	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:45:49	-32.6463	154.6069	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:45:54	-32.6518	154.5972	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:46:04	-32.6626	154.5782	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:46:09	-32.6673	154.5698	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:46:14	-32.6734	154.5591	↙ 236°	421	484	11,582	-57 Descending	 Aus ATC (ADS-B)
Sat 22:46:17	-32.6764	154.5538	↙ 237°	421	484	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:46:19	-32.6788	154.5494	↙ 238°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:46:49	-32.7116	154.4913	↙ 236°	420	483	11,575	 Level	 FlightAware ADS-B (YPLI)
Sat 22:46:54	-32.7165	154.4825	↙ 235°	420	483	11,582	46 Climbing	 Aus ATC (ADS-B)
Sat 22:46:59	-32.7219	154.4731	↙ 237°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:47:09	-32.7328	154.4537	↙ 236°	420	483	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:47:14	-32.7382	154.4443	↙ 237°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:47:19	-32.7435	154.4347	↙ 236°	421	484	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 22:47:20	-32.7441	154.4337	↙ 236°	421	484	11,575	 Level	 FlightAware ADS-B (YPEC)
Sat 22:47:24	-32.7489	154.4252	↙ 237°	421	484	11,582	24 Climbing	 Aus ATC (ADS-B)
Sat 22:47:39	-32.7651	154.3964	↙ 236°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:47:44	-32.7705	154.3869	↙ 235°	421	484	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:47:49	-32.7759	154.3772	↙ 237°	421	484	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 22:47:50	-32.7769	154.3755	↙ 236°	421	484	11,575	 Level	 FlightAware ADS-B (YPEC)
Sat 22:47:59	-32.7867	154.3579	↙ 237°	421	484	11,582	33 Climbing	 Aus ATC (ADS-B)
Sat 22:48:04	-32.7920	154.3485	↙ 236°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:09	-32.7975	154.3387	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:14	-32.8029	154.3291	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:20	-32.8094	154.3175	↙ 236°	423	487	11,582	 Level	 FlightAware ADS-B (YPEC)
Sat 22:48:24	-32.8138	154.3098	↙ 234°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:29	-32.8191	154.3002	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:34	-32.8245	154.2905	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:44	-32.8347	154.2725	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:49	-32.8407	154.2617	↙ 235°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:48:51	-32.8434	154.2571	↙ 236°	423	487	11,582	 Level	 FlightAware ADS-B (BEO / YLMQ)
Sat 22:48:54	-32.8462	154.2520	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:03	-32.8563	154.2339	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:09	-32.8624	154.2230	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:21	-32.8763	154.1982	↙ 237°	424	488	11,582	 Level	 FlightAware ADS-B (BEO / YLMQ)
Sat 22:49:44	-32.9002	154.1554	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:49	-32.9057	154.1457	↙ 235°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:52	-32.9087	154.1403	↙ 237°	424	488	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:49:54	-32.9111	154.1360	↙ 235°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:49:59	-32.9165	154.1264	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:09	-32.9273	154.1070	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:14	-32.9326	154.0974	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:24	-32.9435	154.0779	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:29	-32.9488	154.0684	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:34	-32.9542	154.0587	↙ 235°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:39	-32.9597	154.0489	↙ 237°	423	487	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 22:50:46	-32.9665	154.0368	↙ 238°	422	486	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:50:49	-32.9704	154.0295	↙ 237°	423	487	11,582	57 Climbing	 Aus ATC (ADS-B)
Sat 22:50:54	-32.9759	154.0198	↙ 235°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:50:59	-32.9812	154.0102	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:51:04	-32.9866	154.0005	↙ 236°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:51:14	-32.9974	153.9811	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:51:19	-33.0028	153.9715	↙ 236°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:51:24	-33.0082	153.9616	↙ 235°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:51:29	-33.0129	153.9532	↙ 238°	425	489	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:51:59	-33.0461	153.8935	↙ 238°	426	490	11,582	-8 Descending	 FlightAware ADS-B (SYD / YSSY)
Sat 22:52:29	-33.0795	153.8334	↙ 237°	426	490	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:52:59	-33.1121	153.7747	↙ 236°	427	491	11,582	13 Climbing	 FlightAware ADS-B (SYD / YSSY)
Sat 22:53:03	-33.1165	153.7669	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:53:13	-33.1277	153.7474	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:53:19	-33.1337	153.7368	↙ 237°	426	490	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:53:28	-33.1442	153.7183	↙ 236°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:53:38	-33.1553	153.6991	↙ 235°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:53:49	-33.1669	153.6785	↙ 236°	427	491	11,582	 Level	 FlightAware ADS-B (YPEC)
Sat 22:53:53	-33.1718	153.6698	↙ 234°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:03	-33.1829	153.6504	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:18	-33.1993	153.6213	↙ 236°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:19	-33.2009	153.6186	↙ 236°	427	491	11,582	 Level	 FlightAware ADS-B (YCFS)
Sat 22:54:33	-33.2159	153.5921	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:38	-33.2214	153.5822	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:43	-33.2270	153.5725	↙ 235°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:49	-33.2332	153.5615	↙ 237°	427	491	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:54:53	-33.2380	153.5530	↙ 235°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:54:58	-33.2435	153.5433	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:08	-33.2544	153.5238	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:18	-33.2655	153.5040	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:20	-33.2684	153.4990	↙ 236°	428	493	11,582	 Level	 FlightAware ADS-B (YCFS)
Sat 22:55:23	-33.2710	153.4943	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:33	-33.2820	153.4747	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:43	-33.2930	153.4551	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:48	-33.2985	153.4453	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:55:50	-33.3002	153.4425	↙ 237°	428	493	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:55:58	-33.3096	153.4257	↙ 235°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:03	-33.3150	153.4159	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:08	-33.3205	153.4062	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:13	-33.3260	153.3964	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:23	-33.3370	153.3768	↙ 235°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:28	-33.3425	153.3670	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:33	-33.3480	153.3572	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:38	-33.3535	153.3474	↙ 235°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:56:48	-33.3645	153.3277	↙ 236°	427	491	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 22:56:50	-33.3681	153.3214	↙ 236°	427	491	11,575	 Level	 FlightAware ADS-B (YWVA)
Sat 22:56:53	-33.3699	153.3181	↙ 233°	427	491	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 22:57:03	-33.3810	153.2984	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:57:13	-33.3920	153.2787	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:57:20	-33.3999	153.2647	↙ 237°	426	490	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:57:50	-33.4326	153.2062	↙ 237°	427	491	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 22:58:03	-33.4467	153.1808	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:08	-33.4522	153.1709	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:13	-33.4578	153.1610	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:23	-33.4687	153.1414	↙ 236°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:28	-33.4742	153.1315	↙ 235°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:33	-33.4796	153.1218	↙ 238°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:38	-33.4851	153.1119	↙ 237°	428	493	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:48	-33.4961	153.0923	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:50	-33.4983	153.0883	↙ 236°	429	494	11,582	 Level	 FlightAware ADS-B (YPEC)
Sat 22:58:53	-33.5016	153.0823	↙ 235°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:58:58	-33.5071	153.0725	↙ 235°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:59:13	-33.5236	153.0428	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
